sim_id	gene	source_model_path
xuqrxmbvaz	ENSG00000107338.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000107338.9/ENSG00000107338.9.k20.pi01.gss
evpchtjfmt	ENSG00000160207.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr21/ENSG00000160207.8/ENSG00000160207.8.k20.pi01.gss
efzvkvcmdz	ENSG00000183765.20	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000183765.20/ENSG00000183765.20.k20.pi01.gss
alanlmryop	ENSG00000163382.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000163382.11/ENSG00000163382.11.k20.pi01.gss
jpcxdanjic	ENSG00000172901.19	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000172901.19/ENSG00000172901.19.k20.pi01.gss
alrbhimdjw	ENSG00000198863.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000198863.7/ENSG00000198863.7.k20.pi01.gss
wlfctrusdu	ENSG00000136883.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000136883.13/ENSG00000136883.13.k20.pi01.gss
xyttaphkti	ENSG00000092208.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000092208.16/ENSG00000092208.16.k20.pi01.gss
zpriijoqbq	ENSG00000178252.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000178252.17/ENSG00000178252.17.k20.pi01.gss
jlpxqbldkf	ENSG00000115806.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000115806.12/ENSG00000115806.12.k20.pi01.gss
zhqvezxwbm	ENSG00000115318.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000115318.11/ENSG00000115318.11.k20.pi01.gss
qsmvnzdhri	ENSG00000168447.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000168447.10/ENSG00000168447.10.k20.pi01.gss
txutprdttc	ENSG00000175093.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000175093.4/ENSG00000175093.4.k20.pi01.gss
wgcxtxteto	ENSG00000048392.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000048392.11/ENSG00000048392.11.k20.pi01.gss
xwguynyglf	ENSG00000150433.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000150433.9/ENSG00000150433.9.k20.pi01.gss
djqsdgszrl	ENSG00000164924.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000164924.17/ENSG00000164924.17.k20.pi01.gss
jnyqsqhbun	ENSG00000269404.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000269404.6/ENSG00000269404.6.k20.pi01.gss
sppkuflaam	ENSG00000171446.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000171446.6/ENSG00000171446.6.k20.pi01.gss
gnreoswcyj	ENSG00000188167.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000188167.8/ENSG00000188167.8.k20.pi01.gss
rpkjrupkzj	ENSG00000180758.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000180758.11/ENSG00000180758.11.k20.pi01.gss
xginguevqw	ENSG00000121933.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000121933.18/ENSG00000121933.18.k20.pi01.gss
qwyqpsjpzt	ENSG00000197410.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000197410.12/ENSG00000197410.12.k20.pi01.gss
ctrusogbjh	ENSG00000205922.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000205922.4/ENSG00000205922.4.k20.pi01.gss
dkjfvitlid	ENSG00000270672.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000270672.1/ENSG00000270672.1.k20.pi01.gss
ntbxseknsh	ENSG00000171115.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000171115.3/ENSG00000171115.3.k20.pi01.gss
zwuygisxwh	ENSG00000170703.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000170703.15/ENSG00000170703.15.k20.pi01.gss
bacclxkhds	ENSG00000130921.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000130921.7/ENSG00000130921.7.k20.pi01.gss
howeeoealj	ENSG00000272674.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000272674.3/ENSG00000272674.3.k20.pi01.gss
ygzbvsxshs	ENSG00000160877.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000160877.5/ENSG00000160877.5.k20.pi01.gss
jpurqxzibj	ENSG00000100030.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000100030.14/ENSG00000100030.14.k20.pi01.gss
oxgsjgtbji	ENSG00000213918.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000213918.10/ENSG00000213918.10.k20.pi01.gss
jrtgnavqxv	ENSG00000087076.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000087076.8/ENSG00000087076.8.k20.pi01.gss
haaawpdcbh	ENSG00000142528.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000142528.15/ENSG00000142528.15.k20.pi01.gss
nqmecmqrlr	ENSG00000138028.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000138028.15/ENSG00000138028.15.k20.pi01.gss
dabybrfkgn	ENSG00000185122.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000185122.10/ENSG00000185122.10.k20.pi01.gss
ripbrdqywi	ENSG00000092051.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000092051.16/ENSG00000092051.16.k20.pi01.gss
hwhkransru	ENSG00000166986.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000166986.14/ENSG00000166986.14.k20.pi01.gss
vxpphqvpff	ENSG00000204463.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000204463.12/ENSG00000204463.12.k20.pi01.gss
ehtmhqnrlp	ENSG00000060688.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000060688.12/ENSG00000060688.12.k20.pi01.gss
vkkffoytet	ENSG00000164399.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000164399.4/ENSG00000164399.4.k20.pi01.gss
jzwznlxqbu	ENSG00000106290.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000106290.14/ENSG00000106290.14.k20.pi01.gss
surwiaomdn	ENSG00000120696.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr13/ENSG00000120696.8/ENSG00000120696.8.k20.pi01.gss
ctfyimnati	ENSG00000065802.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000065802.11/ENSG00000065802.11.k20.pi01.gss
czwrllzpro	ENSG00000123427.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000123427.16/ENSG00000123427.16.k20.pi01.gss
hoknrinxth	ENSG00000188505.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000188505.4/ENSG00000188505.4.k20.pi01.gss
plevwqgfyz	ENSG00000118514.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000118514.13/ENSG00000118514.13.k20.pi01.gss
hatmhbrmtq	ENSG00000182272.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000182272.11/ENSG00000182272.11.k20.pi01.gss
lmydmzlixf	ENSG00000131473.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000131473.16/ENSG00000131473.16.k20.pi01.gss
jsvtcztopw	ENSG00000185177.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000185177.12/ENSG00000185177.12.k20.pi01.gss
scoiqilfpi	ENSG00000065268.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000065268.10/ENSG00000065268.10.k20.pi01.gss
djdtbvcdwb	ENSG00000182606.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000182606.14/ENSG00000182606.14.k20.pi01.gss
aehuwpjesh	ENSG00000198756.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000198756.10/ENSG00000198756.10.k20.pi01.gss
ipgsmtwvhq	ENSG00000151379.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000151379.3/ENSG00000151379.3.k20.pi01.gss
opdtvbgujx	ENSG00000072041.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000072041.16/ENSG00000072041.16.k20.pi01.gss
cqjyewjewz	ENSG00000144749.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000144749.13/ENSG00000144749.13.k20.pi01.gss
psswtdxvfc	ENSG00000130413.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000130413.15/ENSG00000130413.15.k20.pi01.gss
jxnqxnzefd	ENSG00000162522.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000162522.10/ENSG00000162522.10.k20.pi01.gss
yeqdpjxcrj	ENSG00000161671.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000161671.16/ENSG00000161671.16.k20.pi01.gss
hwhbgqvyxo	ENSG00000111358.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000111358.13/ENSG00000111358.13.k20.pi01.gss
qewphhstax	ENSG00000197140.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000197140.14/ENSG00000197140.14.k20.pi01.gss
rytmwcuylh	ENSG00000166579.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000166579.15/ENSG00000166579.15.k20.pi01.gss
xbrcjocwwm	ENSG00000102802.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr13/ENSG00000102802.9/ENSG00000102802.9.k20.pi01.gss
nssnwpzyev	ENSG00000135968.20	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000135968.20/ENSG00000135968.20.k20.pi01.gss
dtgqzcquoe	ENSG00000124391.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000124391.4/ENSG00000124391.4.k20.pi01.gss
dvqbxnbtih	ENSG00000136536.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000136536.14/ENSG00000136536.14.k20.pi01.gss
djhzyjpvoz	ENSG00000149571.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000149571.11/ENSG00000149571.11.k20.pi01.gss
xoeoyeinby	ENSG00000168101.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000168101.14/ENSG00000168101.14.k20.pi01.gss
ivmtgmhakv	ENSG00000185306.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000185306.12/ENSG00000185306.12.k20.pi01.gss
qrnovexoro	ENSG00000132002.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000132002.7/ENSG00000132002.7.k20.pi01.gss
twjnnkqdyt	ENSG00000184811.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000184811.3/ENSG00000184811.3.k20.pi01.gss
migjwvvrpo	ENSG00000121289.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000121289.17/ENSG00000121289.17.k20.pi01.gss
qyurmgdzuw	ENSG00000105613.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000105613.9/ENSG00000105613.9.k20.pi01.gss
fowxbicpzs	ENSG00000124249.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000124249.6/ENSG00000124249.6.k20.pi01.gss
wbqfyzwand	ENSG00000197599.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000197599.12/ENSG00000197599.12.k20.pi01.gss
tfyatqkrkh	ENSG00000127325.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000127325.18/ENSG00000127325.18.k20.pi01.gss
wxkjoakxvp	ENSG00000184611.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000184611.11/ENSG00000184611.11.k20.pi01.gss
eiozkrbfak	ENSG00000272398.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000272398.5/ENSG00000272398.5.k20.pi01.gss
plxcyjzadf	ENSG00000114541.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000114541.14/ENSG00000114541.14.k20.pi01.gss
pznzjgonsc	ENSG00000166106.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000166106.3/ENSG00000166106.3.k20.pi01.gss
bgzrifvdtm	ENSG00000099250.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000099250.17/ENSG00000099250.17.k20.pi01.gss
wwhaitluds	ENSG00000143322.19	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000143322.19/ENSG00000143322.19.k20.pi01.gss
vtocivlrqe	ENSG00000156876.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000156876.9/ENSG00000156876.9.k20.pi01.gss
lcxiqejmzs	ENSG00000177599.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000177599.12/ENSG00000177599.12.k20.pi01.gss
cpakkclwbn	ENSG00000132361.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000132361.16/ENSG00000132361.16.k20.pi01.gss
zyfdqjxorm	ENSG00000186088.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000186088.15/ENSG00000186088.15.k20.pi01.gss
fydlutjzqe	ENSG00000104497.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000104497.13/ENSG00000104497.13.k20.pi01.gss
ngejthdsof	ENSG00000161558.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000161558.10/ENSG00000161558.10.k20.pi01.gss
leckknpimm	ENSG00000133401.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000133401.15/ENSG00000133401.15.k20.pi01.gss
kchmgylnsb	ENSG00000114993.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000114993.16/ENSG00000114993.16.k20.pi01.gss
blkqzfhtdb	ENSG00000170291.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000170291.14/ENSG00000170291.14.k20.pi01.gss
jbadfmngwi	ENSG00000183688.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000183688.4/ENSG00000183688.4.k20.pi01.gss
kcwgzlhipv	ENSG00000087053.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000087053.18/ENSG00000087053.18.k20.pi01.gss
uqgnrypoza	ENSG00000146221.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000146221.9/ENSG00000146221.9.k20.pi01.gss
ojnhgtekyx	ENSG00000255833.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000255833.1/ENSG00000255833.1.k20.pi01.gss
dmvqlzydkn	ENSG00000241322.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000241322.10/ENSG00000241322.10.k20.pi01.gss
eohgsnibgt	ENSG00000283154.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000283154.2/ENSG00000283154.2.k20.pi01.gss
bwlewkwukk	ENSG00000152700.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000152700.13/ENSG00000152700.13.k20.pi01.gss
tljuqomzur	ENSG00000124831.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000124831.18/ENSG00000124831.18.k20.pi01.gss
nuefdwwuii	ENSG00000173153.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000173153.13/ENSG00000173153.13.k20.pi01.gss
wzkduxyixs	ENSG00000116141.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000116141.15/ENSG00000116141.15.k20.pi01.gss
vxwatrghfv	ENSG00000118491.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000118491.9/ENSG00000118491.9.k20.pi01.gss
fvysqhsnfi	ENSG00000142039.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000142039.3/ENSG00000142039.3.k20.pi01.gss
vhoctyslfn	ENSG00000110987.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000110987.8/ENSG00000110987.8.k20.pi01.gss
rprrvcgtgj	ENSG00000107779.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000107779.13/ENSG00000107779.13.k20.pi01.gss
tziftflxsa	ENSG00000183971.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000183971.6/ENSG00000183971.6.k20.pi01.gss
xrtqfckiir	ENSG00000110200.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000110200.8/ENSG00000110200.8.k20.pi01.gss
nxdwsunhdt	ENSG00000186190.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000186190.7/ENSG00000186190.7.k20.pi01.gss
xkpekljrry	ENSG00000091106.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000091106.18/ENSG00000091106.18.k20.pi01.gss
ebprrkgutj	ENSG00000132680.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000132680.10/ENSG00000132680.10.k20.pi01.gss
kqxrkjzifs	ENSG00000170604.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000170604.4/ENSG00000170604.4.k20.pi01.gss
wmousbcyjb	ENSG00000121335.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000121335.11/ENSG00000121335.11.k20.pi01.gss
rywvvwyplz	ENSG00000246922.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000246922.8/ENSG00000246922.8.k20.pi01.gss
pwjgihskgz	ENSG00000236782.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000236782.6/ENSG00000236782.6.k20.pi01.gss
lijasfobzo	ENSG00000162779.21	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000162779.21/ENSG00000162779.21.k20.pi01.gss
stafztjmjd	ENSG00000143442.21	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000143442.21/ENSG00000143442.21.k20.pi01.gss
ovklpmmrez	ENSG00000082556.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000082556.10/ENSG00000082556.10.k20.pi01.gss
zxyabgyckg	ENSG00000109854.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000109854.13/ENSG00000109854.13.k20.pi01.gss
dolrttirzm	ENSG00000108829.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000108829.9/ENSG00000108829.9.k20.pi01.gss
rqocwwhnvh	ENSG00000067836.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000067836.12/ENSG00000067836.12.k20.pi01.gss
mutghcetri	ENSG00000182749.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000182749.5/ENSG00000182749.5.k20.pi01.gss
beftbkiskg	ENSG00000084628.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000084628.9/ENSG00000084628.9.k20.pi01.gss
trykvsacvo	ENSG00000100897.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000100897.17/ENSG00000100897.17.k20.pi01.gss
agdldlrfqq	ENSG00000137876.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000137876.9/ENSG00000137876.9.k20.pi01.gss
ucedyxdekg	ENSG00000122862.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000122862.4/ENSG00000122862.4.k20.pi01.gss
qyvqtdnybj	ENSG00000172543.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000172543.7/ENSG00000172543.7.k20.pi01.gss
wkdglunzva	ENSG00000156171.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000156171.14/ENSG00000156171.14.k20.pi01.gss
rcuivlhkxr	ENSG00000114316.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000114316.12/ENSG00000114316.12.k20.pi01.gss
yilfxrfzoc	ENSG00000159110.19	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr21/ENSG00000159110.19/ENSG00000159110.19.k20.pi01.gss
utufdzahsv	ENSG00000164142.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000164142.15/ENSG00000164142.15.k20.pi01.gss
ucomgkrpjz	ENSG00000173627.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000173627.7/ENSG00000173627.7.k20.pi01.gss
ofhzmtcyfb	ENSG00000012660.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000012660.13/ENSG00000012660.13.k20.pi01.gss
vnghhvirlq	ENSG00000196109.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000196109.6/ENSG00000196109.6.k20.pi01.gss
rznewwiqmf	ENSG00000196661.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000196661.3/ENSG00000196661.3.k20.pi01.gss
tzbgfpesbk	ENSG00000162814.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000162814.10/ENSG00000162814.10.k20.pi01.gss
spomyvvpjo	ENSG00000176473.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000176473.13/ENSG00000176473.13.k20.pi01.gss
isecyojwbg	ENSG00000138709.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000138709.17/ENSG00000138709.17.k20.pi01.gss
uullwodipd	ENSG00000175482.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000175482.8/ENSG00000175482.8.k20.pi01.gss
ljohzsabvr	ENSG00000146416.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000146416.17/ENSG00000146416.17.k20.pi01.gss
rwqczqlxyt	ENSG00000089248.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000089248.6/ENSG00000089248.6.k20.pi01.gss
yrlgxypxeq	ENSG00000154127.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000154127.9/ENSG00000154127.9.k20.pi01.gss
ixawsvahow	ENSG00000115275.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000115275.11/ENSG00000115275.11.k20.pi01.gss
jsrsxtjreu	ENSG00000170166.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000170166.5/ENSG00000170166.5.k20.pi01.gss
dgcvcjwdgr	ENSG00000125459.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000125459.14/ENSG00000125459.14.k20.pi01.gss
jkqpxytkwd	ENSG00000220008.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000220008.3/ENSG00000220008.3.k20.pi01.gss
fiyosqxcdo	ENSG00000021488.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000021488.12/ENSG00000021488.12.k20.pi01.gss
qmhvguhyqk	ENSG00000143621.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000143621.16/ENSG00000143621.16.k20.pi01.gss
hacwpfrfuo	ENSG00000130684.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000130684.13/ENSG00000130684.13.k20.pi01.gss
kfbfncjmtp	ENSG00000174231.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000174231.16/ENSG00000174231.16.k20.pi01.gss
ybsizwelug	ENSG00000182676.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000182676.4/ENSG00000182676.4.k20.pi01.gss
wpeesfooia	ENSG00000182700.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000182700.4/ENSG00000182700.4.k20.pi01.gss
lwelnbioai	ENSG00000103067.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000103067.13/ENSG00000103067.13.k20.pi01.gss
xhtykqijaw	ENSG00000128578.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000128578.9/ENSG00000128578.9.k20.pi01.gss
kwysodsvke	ENSG00000095970.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000095970.16/ENSG00000095970.16.k20.pi01.gss
tmpypreiym	ENSG00000141179.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000141179.13/ENSG00000141179.13.k20.pi01.gss
bapsueqqrb	ENSG00000253368.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000253368.3/ENSG00000253368.3.k20.pi01.gss
jdqmuazekf	ENSG00000100399.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000100399.15/ENSG00000100399.15.k20.pi01.gss
yjbffhhyfm	ENSG00000125885.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000125885.13/ENSG00000125885.13.k20.pi01.gss
qnwueuneqw	ENSG00000005469.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000005469.11/ENSG00000005469.11.k20.pi01.gss
mzitlbigio	ENSG00000114107.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000114107.8/ENSG00000114107.8.k20.pi01.gss
vwtpsewcxi	ENSG00000133313.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000133313.14/ENSG00000133313.14.k20.pi01.gss
wlrgubtgqb	ENSG00000165685.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000165685.8/ENSG00000165685.8.k20.pi01.gss
fvpsviiivq	ENSG00000166401.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000166401.14/ENSG00000166401.14.k20.pi01.gss
