sim_id	seed	gene	sim_method	source_model_path	sim_path	log_path
ufetahrddj	763800576	ENSG00000150471.16	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000150471.16/ENSG00000150471.16.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/ufetahrddj/ufetahrddj.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/ufetahrddj/ufetahrddj.log
ncyoafaqkb	2411930219	ENSG00000124568.10	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000124568.10/ENSG00000124568.10.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/ncyoafaqkb/ncyoafaqkb.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/ncyoafaqkb/ncyoafaqkb.log
hiedgwizxy	249447657	ENSG00000110900.14	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000110900.14/ENSG00000110900.14.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/hiedgwizxy/hiedgwizxy.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/hiedgwizxy/hiedgwizxy.log
ctuwoxbqnc	490958738	ENSG00000143771.11	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000143771.11/ENSG00000143771.11.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/ctuwoxbqnc/ctuwoxbqnc.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/ctuwoxbqnc/ctuwoxbqnc.log
rcurvfxnfx	2493935519	ENSG00000197386.10	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000197386.10/ENSG00000197386.10.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/rcurvfxnfx/rcurvfxnfx.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/rcurvfxnfx/rcurvfxnfx.log
mwxyddwwcg	867183416	ENSG00000146416.17	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000146416.17/ENSG00000146416.17.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/mwxyddwwcg/mwxyddwwcg.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/mwxyddwwcg/mwxyddwwcg.log
hyjbsnfnxb	3985778586	ENSG00000183763.8	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000183763.8/ENSG00000183763.8.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/hyjbsnfnxb/hyjbsnfnxb.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/hyjbsnfnxb/hyjbsnfnxb.log
monjglwrii	2044436161	ENSG00000164934.13	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000164934.13/ENSG00000164934.13.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/monjglwrii/monjglwrii.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/monjglwrii/monjglwrii.log
hoyfbqjfdy	2293241202	ENSG00000152942.18	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000152942.18/ENSG00000152942.18.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/hoyfbqjfdy/hoyfbqjfdy.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/hoyfbqjfdy/hoyfbqjfdy.log
zyutujxdky	1175231205	ENSG00000154127.9	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000154127.9/ENSG00000154127.9.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/zyutujxdky/zyutujxdky.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/zyutujxdky/zyutujxdky.log
urlnhxbytm	1938198952	ENSG00000132639.12	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000132639.12/ENSG00000132639.12.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/urlnhxbytm/urlnhxbytm.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/urlnhxbytm/urlnhxbytm.log
gzhvbpwstm	4028872154	ENSG00000221933.2	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000221933.2/ENSG00000221933.2.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/gzhvbpwstm/gzhvbpwstm.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/gzhvbpwstm/gzhvbpwstm.log
wqzqdwmdif	3669216413	ENSG00000197345.12	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000197345.12/ENSG00000197345.12.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/wqzqdwmdif/wqzqdwmdif.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/wqzqdwmdif/wqzqdwmdif.log
glmymnrjwy	2544757718	ENSG00000105401.8	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000105401.8/ENSG00000105401.8.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/glmymnrjwy/glmymnrjwy.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/glmymnrjwy/glmymnrjwy.log
wkzfvmypqe	2827438723	ENSG00000198643.6	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000198643.6/ENSG00000198643.6.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/wkzfvmypqe/wkzfvmypqe.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/wkzfvmypqe/wkzfvmypqe.log
tikdnyqacs	2750207038	ENSG00000162618.13	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000162618.13/ENSG00000162618.13.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/tikdnyqacs/tikdnyqacs.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/tikdnyqacs/tikdnyqacs.log
vhvfufbqrm	10192435	ENSG00000129562.10	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000129562.10/ENSG00000129562.10.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/vhvfufbqrm/vhvfufbqrm.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/vhvfufbqrm/vhvfufbqrm.log
pwchmonhtv	4055453031	ENSG00000107371.12	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000107371.12/ENSG00000107371.12.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/pwchmonhtv/pwchmonhtv.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/pwchmonhtv/pwchmonhtv.log
kfbvfxlotl	3022106807	ENSG00000166106.3	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000166106.3/ENSG00000166106.3.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/kfbvfxlotl/kfbvfxlotl.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/kfbvfxlotl/kfbvfxlotl.log
zjuzlurynb	872128192	ENSG00000178252.17	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000178252.17/ENSG00000178252.17.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/zjuzlurynb/zjuzlurynb.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/zjuzlurynb/zjuzlurynb.log
efrbiwnsrk	3802713596	ENSG00000149084.12	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000149084.12/ENSG00000149084.12.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/efrbiwnsrk/efrbiwnsrk.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/efrbiwnsrk/efrbiwnsrk.log
jbrpqliikj	4090484111	ENSG00000167618.9	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000167618.9/ENSG00000167618.9.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/jbrpqliikj/jbrpqliikj.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/jbrpqliikj/jbrpqliikj.log
omudhxgseb	3096522390	ENSG00000064300.8	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000064300.8/ENSG00000064300.8.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/omudhxgseb/omudhxgseb.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/omudhxgseb/omudhxgseb.log
bnlryxktes	2308172158	ENSG00000041982.15	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000041982.15/ENSG00000041982.15.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/bnlryxktes/bnlryxktes.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/bnlryxktes/bnlryxktes.log
fwbangtgcf	340266620	ENSG00000127580.15	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000127580.15/ENSG00000127580.15.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/fwbangtgcf/fwbangtgcf.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/fwbangtgcf/fwbangtgcf.log
migemmoeuk	481742449	ENSG00000258429.1	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000258429.1/ENSG00000258429.1.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/migemmoeuk/migemmoeuk.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/migemmoeuk/migemmoeuk.log
mwhubxlxjw	1125517830	ENSG00000197858.10	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000197858.10/ENSG00000197858.10.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/mwhubxlxjw/mwhubxlxjw.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/mwhubxlxjw/mwhubxlxjw.log
vemqtqnsrc	2774684246	ENSG00000139182.13	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000139182.13/ENSG00000139182.13.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/vemqtqnsrc/vemqtqnsrc.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/vemqtqnsrc/vemqtqnsrc.log
kysiahpgmo	3503290088	ENSG00000145779.7	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000145779.7/ENSG00000145779.7.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/kysiahpgmo/kysiahpgmo.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/kysiahpgmo/kysiahpgmo.log
fvyamwdgko	1179312378	ENSG00000166415.14	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000166415.14/ENSG00000166415.14.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/fvyamwdgko/fvyamwdgko.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/fvyamwdgko/fvyamwdgko.log
eovllwkgab	1546157103	ENSG00000243649.8	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000243649.8/ENSG00000243649.8.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/eovllwkgab/eovllwkgab.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/eovllwkgab/eovllwkgab.log
wctootithj	3839196909	ENSG00000051620.10	sim_from_model	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000051620.10/ENSG00000051620.10.k20.pi01.gss	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/wctootithj/wctootithj.sim	/work-zfs/abattle4/karl/cosie_analysis/output/sim/from_gss/wctootithj/wctootithj.log
